evaluation_id,customer_message,top1_similarity,top5_average_similarity,top1_historical_customer,top1_historical_reply
75101,"@AppleSupport Wales, UK",0.5920167716652778,0.5920167716652778,@AppleSupport UK,@346912 Join us in DM and we'll look a little closer as to what options might be available: https://t.co/GDrqU22YpT
93445,@AppleSupport It was 11.1,0.6623977587108714,0.4868333949229585,@AppleSupport It was 11.1.1 now it’s updated to 11.1.2,@756466 Okay. Let us help you sort this out. Join us in DM so we can better assist you: https://t.co/GDrqU22YpT
96716,@AppleSupport please make this dock go away. Soon. https://t.co/EUjUNsHL58,0.48086825060116256,0.4301521275680522,@AppleSupport please make this stop!!! https://t.co/YoyrO8iZKe,"@116859 Let’s work together on this behavior. How long has this been happening? Also, which device are you using?"
67980,IOS 11.1 fixed nothing and created more problems. Thanks @115858 @AppleSupport,0.2712017345471561,0.25053778208303373,@AppleSupport iOS 11.1 fixed the battery issue.,@663032 We're glad it is resolved for you. Let us know if we can help you in the future.
56666,@115858 y’all on some nut shit https://t.co/oAoCCSLq8w,0.4262092127382725,0.35429029244944743,"Yo, y’all niggas on some nut shit rn. Our phones buggin tf out. And I️ need y’all to fix that shit. @115858",@452889 Let's talk about this a bit more. Have you already updated to iOS 11.1? Let us know in DM. https://t.co/GDrqU22YpT
104961,@AppleSupport Have you guys fixed the I️ problem on the iPhone 6s yet? It’s been pretty annoying... Will an update fix it?,0.32406661916820173,0.2785740705626659,"@AppleSupport you guys fixed the “I” problem, but now “it” is changing to I.t 🤦🏼‍♀️😂",@692151 Let's help take a closer look. Follow up with us in DM. Tell us the version of iOS 11 installed there. https://t.co/GDrqU22YpT
103711,@AppleSupport What's with the terrible support and iMessage server being unavailable? Isn't Apple supposed to be better than every other oversized compnay that doesn't care about its customers?,0.24556428091633886,0.19639743142755534,@AppleSupport what’s with the I️ ??,@503166 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
14881,I feel like I got a android @AppleSupport,0.33691669873812374,0.272514841460465,I updated my phone so why tf am I still seeing boxes nshit like I got an Android?! @AppleSupport,@589265 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version. DM us. https://t.co/GDrqU22YpT
106211,Hey Steve I can’t add a fingerprint the page just keeps turning into this @AppleSupport https://t.co/jzuNunOrFX,0.30356151797864933,0.28818993005323035,@AppleSupport WHY IS MY PHONE TURNING “i” INTO THIS: https://t.co/jRmx8xp10q,@603113 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT
28861,@AppleSupport Sorry where should I direct mail !,0.40246473114060727,0.37067838927275654,@AppleSupport Sorry on iPhone 6s +,@662743 Are you an Apple Music or iTunes Match member? Do you receive an error when trying to shuffle a playlist? Tell us more about what's happening and we'll take it from there.
101892,"@AppleSupport @AppleSupport thank you for your quick answer , i am running ios 11.1.2 , it happens in every app ( call , youtube ... ) , i already restored it but it didn't change anything :/",0.4172660556054376,0.3215847937991739,"@AppleSupport Thank you for your quick answer. It's an IPhone 6, 10.3.3",@696209 The iPhone does have the means to self-diagnose some battery concerns. Do you see this service battery message? https://t.co/KyywFa9iZ3
62218,"@115858 , how is it that from the new “update” my phone now runs slower and is allergic to loading anything? Would love feed back",0.2114020044461524,0.18968672688592758,@AppleSupport My phone bricked  from the new update,@668397 You're in the right place for assistance. We've received your DM. Look for our response there shortly.
64228,@115858 your iOS 11.0.3 update is sucking the life out of my phone. It’s now FREEZING constantly and I have to reboot 100x/day #iphone #sucks,0.38163183644725174,0.3262305243801391,@115858 @AppleSupport thanks for sucking the life out of my battery with ios11. #androidswitchlooksgoodnow,@299948 Help is here. Let's work together in a DM to get this addressed. Tap here to continue: https://t.co/GDrqU22YpT
93725,@AppleSupport hello do you still sell the first generation iPad or are they discontinued now. Regards,0.24305665622402403,0.22549951720435074,@AppleSupport Hello. Do you speak french?,@473947 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
6728,@AppleSupport I’ve carried out a reset network settings https://t.co/07ZMPSmRbh,0.3862357625371426,0.32733125360406046,@AppleSupport My settings https://t.co/8zzUif2C0k,@368142 Let's take a look at this for you. Reach out to us in DM https://t.co/GDrqU22YpT
55022,Hey @AppleSupport @115858 why does my I️ turn into the stupid A with a boxed question mark? #inconvenient,0.5189127663226927,0.4191846662872523,@AppleSupport why does my “I️” turn into “A [?]” ? 🤷🏻‍♀️,@502243 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
13867,"Hey @AppleSupport my iPhone 6 is locking &amp; requiring passcode every minute. I see lots of others have the same issue.  What happened? How do we fix it? Resetting date to Nov doesn't work for me. (iOS11.1.2, over wifi, in NZ)",0.22636309136197297,0.21646987433098186,@527910 But how do we fix it??? @115858,@527909 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
64494,"@AppleSupport my iP8, although water resistant at 1m for 30 mins, is now not working after spending 3 secs at 1 inch depth-hoping for fix :/",0.182008517423094,0.17332421677950238,@AppleSupport are AirPods water resistant ? Or should I️ not wear them in Ohio in the winter,@516067 Excessive exposure to liquids can damage AirPods and is not considered under warranty. Here's a guide: https://t.co/GQEa8sdYcE
13087,"@115858 I decide to do your #OSHighSierra and this happened! I am also video-recording this upgrade process on my iPad if more problematic situations happen, like with my previous experience upgrading to Sierra.
I am very upset about this &amp; my gut told me this would happen!WHY?!😓 https://t.co/fl8lf1qPZv",0.2174775094601911,0.1779641267043365,@AppleSupport Yes i was upgrading to Sierra and this happened. What can i do?,@816605 Has the bar moved during this time? Are you connected to the same Wi-Fi network on another device?
38590,@AppleSupport can I update my iOS again to go back to the old one so my phone will work again?,0.2804646591874858,0.25350126153125,@AppleSupport Is there anyway to go back to the old IOS?  this new update sucks,@213740 Are you having issues with your iPhone after updating? Let us know what they are in DM and we'll team up to get them resolved. https://t.co/GDrqU22YpT
99524,So my phone just completely blacked out being quite unresponsive for like the last 2 mins...this phone not even a year old. What the fuck @115858?!?,0.3062610772249862,0.2781123682909853,^ what the fuck @115858,@289858 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
102013,"@AppleSupport i use iphone 6 plus and i was upgrade ios 11.1.2 and than my touch id is broken/failed! how to fix it, please! thank u",0.29866248359253555,0.2778440860746004,@AppleSupport I use iPhone 7 Plus. iOS 11.2 Beta. And no,"@156772 Thanks for keeping us updated. If you check under Settings &gt; General &gt; About, what is listed in the available field? Do you use iCloud with your iPhone? If so, do your photos show up if you check iCloud website using a computer? https://t.co/MdGttkkFL9"
1370,"@115858 is there A solution for the network bug in combination iPhone8 and T-Mobile in the Netherlands, can not call with my new iPhone8..",0.28643767327943026,0.22631519310918158,@AppleSupport It’s the Netherlands,"@561359 OK, thanks. Trade-in is not but recycling is available for the Apple Watch. You can find out more about the program from here: https://t.co/Q1DsFNbiw0"
87813,@115858 your new update sucks dude. It deleted all of my photos and I had pictures of my son when he was a newborn. Not happy,0.320203950113892,0.27225949769458035,@AppleSupport you deleted all of my photos,@681218 We'd like to help you with your photos. Reach out via DM using the link below and tell us what happened. https://t.co/GDrqU22YpT
25377,"@AppleSupport IOS 11 Not for my phone, I want to return to IOS 10",1.0,0.5077333036306673,"@AppleSupport IOS 11 Not for my phone, I want to return to IOS 10","@334031 We'd like to help you with your iPhone. Send us a DM and tell us what's happening, and which iPhone you have, to begin. https://t.co/GDrqU22YpT"
86235,@AppleSupport Yes I do,1.0,1.0,"@AppleSupport Yes, I do.",@172211 And you aren't seeing any music from your library when you go into the Music app on the Library tab?
51445,@488255 Is @115858 going to fix this bug? When you type “I️” it becomes that symbol there...,0.4366534896676953,0.4255492081481275,When is @115858 going to fix this ➡️➡️➡️➡️ “I️”,@490528 We'd recommend trying the steps here: https://t.co/xU1AGHStV6 let us know in DM if the issue continues. https://t.co/GDrqU22YpT
37686,Was it truly reserving it if it wasn’t reserving my selection to pick up in store? A little unfair @AppleSupport,0.2710141797346787,0.24717238643318368,"@AppleSupport Why was the iPhone X available to pick up in store but once I complete the process I get an ""unable to complete""! 3 Times! 1",@488009 We've received your DM as well. We will respond to you there shortly. Thank you!
100625,@AppleSupport my iPhone 7 has been lagging. What’s going on i didn’t sign up for this.,0.30335962525320165,0.28996959538168415,Dear .@115858 your updates for #iOS11 is fucken trash. I didn't sign up for my iPhone to constantly freeze like a windows laptop. FIX IT NOW! https://t.co/qctKjtv6Zk,@650953 We want to help. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
88006,"Hey @AppleSupport, whenever I try to lock my phone screen it’s doesn’t work, I talked to your support yesterday and it didn’t rectify my problem, send help pls",0.2574429777618772,0.24089044907956886,@AppleSupport whenever*,"@167181 Hey there! Shoot us a DM when you have a chance, and we'll take it from there. https://t.co/GDrqU22YpT"
8835,@797 @AppleSupport guys! right after upgrading iOS 11.0.2 my phone is so messed up! Camera acting funky big time!,0.3074472710200097,0.2611617989295373,"@AppleSupport can you please hurry and fix iOS 11, my phone is so messed up from this update 😩",@273587 We're here to help with any concerns you're having. Please DM us a bit more information and we can go from there together. https://t.co/GDrqU22YpT
29110,@AppleSupport iphone 7,1.0,1.0,@AppleSupport iPhone 6,"@805727 Thanks. Does this happen even after restarting your iPhone? Have you tried connecting to a different Wi-Fi network? Also, what is the exact iOS version you have installed? You'll see this in Settings &gt; General &gt; About."
79733,@AppleSupport This is disgusting!! Can't receive whatsapp notification even if wifi/cellular 4g network is on after the ios11 update .,0.21535885717545494,0.20145690128902743,@AppleSupport I don’t think network is the issuee,@744289 Got it. We want to look further into this issue. Reach us via DM to continue. https://t.co/GDrqU22YpT
28043,@AppleSupport I want to go back to ios 10.3.3 as I am facing battery and lag issue on my 6s plus,0.35668488851447694,0.28397244660226434,@AppleSupport I really want to go back to iOS 10 @applesupport,@329233 Hi there. We'd love to help out. Please DM and tell us what carrier you have. We'll meet you there. https://t.co/GDrqU22YpT
17115,I need to fix my MacBook. Why is it so bloody difficult to get an appointment at your stores @AppleSupport?!,0.2982252259339955,0.2796302659576873,@115858 Having a problem with my iPhone X. Want to make an appointment at the Genius Bar. Why is it so difficult to find the site to do this?,@486444 We're happy to help. This link will get you to where you can make an appointment online: https://t.co/ugGWwe3u7S
57424,@AppleSupport Y’all need to talk to the customer service people because they got me all the way messed up!,0.32474304060194353,0.29033468086867326,@AppleSupport y’all need to fix this,"@485379 Thanks for reaching out! We're glad to help, so we've got a guide to share with you regarding this: https://t.co/xU1AGIa4ME"
44836,@115858 @115858 now all my contacts are gone...I just got a 7 I'm not buying an iPhone x u fuckin animals,0.4226672382514836,0.28148703070254183,@AppleSupport all my contacts are gone after the update 😭,"@523897 Thanks for reaching out. We want to help. Please send us a DM, and we'll look into this together. https://t.co/GDrqU22YpT"
28427,This new software update has made me phone gan crackers sort it out please fellas @115858,0.3771543747481968,0.34570277923905474,Sort it out @AppleSupport,@550174 We're happy to help. Please join us in DM and let us know which version of iOS 11 you have installed currently. https://t.co/GDrqU22YpT
1599,@AppleSupport I think it’s fixed...thank you,0.7720275858737942,0.6294902965869987,@AppleSupport It’s fixed thank you,@803465 That's wonderful to hear. We hope you have a great week. Take care.
45072,"@AppleSupport Pre-ordered iPhone X, dispatches Nov 21. Just saw local pickup available, ordered it. Means I got it or only have a chance to?",0.3655682478062424,0.280374242444288,@AppleSupport Yeah I did pre-ordered it,@323546 Got it. Did you also get an email that the preorder was ready for download? Let us know via a DM. We’ll go from there. https://t.co/GDrqU22YpT
102184,"@AppleSupport 
Hello 

I bought a new mini ipad a year and a half ago and when i update i can not open the ipad (it shows me this problem) https://t.co/EMIXPftmQP",0.2208898742543232,0.20187291539893853,@115858 bought an i-phone 6s a year and a half ago and can already see it starting to go on the blink. You’ve got this 2 year lifespan on your phones down to a tee I see. A great con 👍🏻,@248712 We'd like to know more about the issue you're experiencing.  Meet us in DM with additional details to get started: https://t.co/GDrqU22YpT
97344,@AppleSupport the new upgrade has stopped some my apps from working,0.22188767284700592,0.21547539871771412,@AppleSupport Your new upgrade stuck my iPhone 6s. Pls launch a new upgrade fixing the problems.,@366096 We'd like to look into this. Please join us in DM and provide us with the details. Click here: https://t.co/GDrqU22YpT
12106,@AppleSupport It was just connected to my Apple TV by the way. 5 minutes later to stop and pause and now it can’t connect to it. Not to mention it just took 2 minutes to send that tweet when it should usually take 2 seconds.,0.2108407836216683,0.1805749192603434,@AppleSupport Took 2 minutes to open Safari today.,@409458 Thanks for reaching out. Which country are you located in? Please reply in DM. https://t.co/GDrqU22YpT
79586,Wonder when @115858 will fix the letter I️... I️ kinda like it - very unique.,0.6204326919222698,0.363127683716917,"I Wonder When @115858 
Will Fix That [?] ! Glitch... 🤷🏻‍♂️",@273076 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
12931,@118721 @AppleSupport Update: it put the songs into a separate album. How can this be corrected on my mobile device? https://t.co/Vz69qGkdug,0.2710059954342753,0.23222871929674443,@AppleSupport iPhone 6S slower than dial up since the last iOS upgrade. How can this be corrected?,@597371 We'd be happy to look into this with you. What version of the iOS are you running? Check from Settings &gt; General About &amp; DM us https://t.co/GDrqU22YpT
35787,"@AppleSupport Not happy with headers font size.. like Contacts, chats, Recents these all heading’s size. Is there anyway to reset it as earlier?",0.27817997313575177,0.23996701591476838,@AppleSupport not happy with latest update.. :(,@418921 Thanks for reaching out today! We're sorry to hear you're not happy with the update. What's going on?
62373,@AppleSupport iOS 11 has destroyed my battery life. Please fix it.,0.7273693683810329,0.6026885520674712,@AppleSupport iOS 11 has destroyed my phone,@349954 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.
2483,"""Keep in mind that this version will still be available to all users as a manual update from the App Store""...@118936 @115858.. the app store does not behave like this. Please can we fix this 🙏",0.27967994014094855,0.24410833887434666,".@AppleSupport can we fix this, please? 
I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️",@513550 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
44136,@AppleSupport  https://t.co/Y9JfRaKvKl,1.0,1.0,@AppleSupport https://t.co/LSuZFMPy93,"@502027 We can help. Just to clarify, DM us and let us know which type of iPhone you're seeing the battery issue on. https://t.co/GDrqU22YpT"
70818,"So, @115858 y’all not gonna fix this 👉🏿 I️",0.577121214735307,0.5471280266257246,Aye yoo @AppleSupport !! Y’all not gonna fix this ??  “ I️ “ 😑,"@691112 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. Follow the steps here: https://t.co/80YRnjDFDk"
72524,Seriously @115858 y’all gotta fix this update .. my phone is trash AF,0.5555072218083035,0.5155260559264383,@115858 y’all gotta fix this update ! What is I️ ?,@464797 Let's have a look at this. Please DM us. https://t.co/GDrqU22YpT
8619,@AppleSupport Since the last update my earpods remote only plays and pauses for Apple Music even when it’s closed. I only really use Spotify,0.2167948102425039,0.18136032328792778,@AppleSupport It automatically plays and pauses iTunes now instead of the app I’m actually using wether it be @1016 or @279681,"@237554 Have you checked the App Store for updates for those apps? DM us, and let us know what you find. https://t.co/GDrqU22YpT"
23420,Dear @115858 can you please release a bug fix to your #ios11 that's destroying my battery life! Please and thank you. #FirstWorldProblems,0.35324277995045655,0.34094303232735285,@115858 fix this I️ please and thank you,@618686 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/G4q0hxzVXF
34050,@AppleSupport sooooooo any reason the new update completely destroyed the function of my phone???,0.32716200928938705,0.2658283751775085,@115858’s new update has completely destroyed my phone!!!!,@343504 We're here to help. Please provide more details about what you're experiencing in DM. https://t.co/GDrqU22YpT
92812,@AppleSupport Why does the iPhone 8 continue to rotate with the orientation lock on????,0.4254919181261461,0.3371859284479267,@115858 does the orientation lock just not work with iOS 11? This is the worst.,"@565144 We'd love the opportunity to help with this. In DM, please let us know the device and the exact version of iOS 11 you're using. https://t.co/GDrqU22YpT"
72051,"@AppleSupport IOS 11 IS RUINING MY LIFE
MY PHONE KEEPS FREEZING AND I CANT SEE MY NOTIFICATIONS ☹️",0.4574435811130966,0.4103105448494448,@115858 update is ruining my life.,@627753 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT
10374,@AppleSupport dm please,1.0,0.791638871970464,@AppleSupport DM please🙏🏻🙏🏻🙏🏻,@196835 We just got it. Look for our reply soon!
91793,I recently got my iPhone X and I realized the left side of my speakers don’t work @AppleSupport,0.33729054685173226,0.3061286962776807,@AppleSupport Left side of screen.  #iphonex,@462638 We certainly want to help. Reach out to us in DM and let us know what version of iOS you're running &amp; more info on what's going on. https://t.co/GDrqU2kzhr
35679,@AppleSupport Its fine with @133941 on @116230  using @9242,0.2470178192258623,0.23156848955567724,@AppleSupport Its rock,"@432966 Let's change to Bass Booster and let us know if this helps, please."
6729,@AppleSupport iPhone 6 thanks 🙏🏻,0.5404399718344373,0.5404399718344373,@AppleSupport iPhone 6,"@658498 Is Location Services enabled for the app? If so, let's disable and re-enable it. This will show you how: https://t.co/zpGbx9IG6m"
2694,"@AppleSupport received email that seems fraudulent. Says my ID used in Mexico. Have not been in Mex.  My computer is ""suspicious"" of the link to unlock. Need help but it's getting late in UK. Help?",0.17210171254411488,0.16502343716113557,"Dear @AppleSupport , i received this email. Id this for real or is this a scam? In the email, it has a link to ""verify your Apple ID"" HELP! https://t.co/0Xj7yW4ip0",@574281 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU2kzhr
63709,"@AppleSupport I put my laptop in my backpack flew on a plane and took it out, now the trackpad is bulged and it was not when i left.",0.22126694879352163,0.20841775473641805,@AppleSupport It was not checked :(,@784249 Thank you for checking that for us. We'd like to look into this further with you. Let's continue in DM. https://t.co/GDrqU22YpT
29440,Hey @115858 can you fix whatever bug is with your iOS so I can’t connect a personal hotspot thanks,0.37331240648497377,0.3489696500773233,HEY @115858 CAN YOU FIX THIS I️ I️ I️ I️,@506068 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
22566,@AppleSupport Yep!,1.0,1.0,@723198 @AppleSupport Yep,@287493 We'd like to see if we can help. DM us what you're seeing on the screen now. We'll work with you there. https://t.co/GDrqU22YpT
105630,My phone has been charging for 45 minutes yet it’s lost 8% battery. @115858 wtf you doing?,0.3146684011056112,0.2694675494048674,@115858 my phone has been charging for 7 hours and it just turned on with 5% battery wtf,"@416539 Let's help. Which version of iOS? Let's try the steps here, as well: https://t.co/uqxquyfdn0"
42554,@468245 Girl same lmao I️ was tripping out it won’t go away,0.3487963856361663,0.27536798520629435,@486433 @115858 Dawg..... I️ thought I️ was tripping,"@486436 Thanks for reaching out! We're glad to help, so we've got a guide to share with you regarding this issue: https://t.co/xU1AGHStV6"
14007,"@AppleSupport @241274 Dear Apple , Many of us in Jaipur, India are also facing same problem since midnight. OS is crashing repeatedly in every 15 seconds.",0.2843001541580417,0.21237539675672107,@AppleSupport @241274 Same problem! Please help.,"@241291 Thanks for reaching out! We'd love to help you with your iPhone. We released an update that should resolve the restarting, follow these steps to get it updated and let us know how it goes.  Be sure to back up your device before updating: https://t.co/osZOKKTalm"
42356,@AppleSupport dms,0.6622641674935164,0.5316417179195019,@AppleSupport hi read dms,@447901 Thank you for reaching out. We've received your DM and will continue working with you there.
101104,@AppleSupport bruhhh fix this dumb shit “ I️ “,0.9435536886600704,0.7288749412379139,@115858 FIX I️ THIS I️ DUMB I️ SHIT I️,@530210 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
4272,So @115858 has fixed that text bug with iOS 11.1.1. How about fixing the no sound bug when we screen recorded.,0.27693895793866086,0.22881469703967872,Hey @AppleSupport how about fixing this I️ I️ I️ I️ I️ I️ I️ I️,"@672421 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6"
36802,"@AppleSupport Yes, the twitter app does not open.",0.39143350219493167,0.31930282231743,@AppleSupport yes the battery,"@177973 Thanks for that info. Are you running iOS 11.0, iOS 11.0.2 or the beta of iOS 11.1"
78665,@AppleSupport @2310 #phishing #email #apple https://t.co/kpl9P6jpKS,0.42910172514866723,0.35066038758540324,@AppleSupport @2310 @115858 https://t.co/y5JOg6yiRJ,@454676 We are here to help. DM us your iOS version and we can take a look at this. https://t.co/GDrqU22YpT
61983,Turned 📱 off before 45 min flight @ 20% 🔋. Turned on @ airport curb = 100% dead. Taxi home = $55 &gt; $15 @115879. Thx @AppleSupport #ios11 😡,0.21505893025025757,0.2150589302502576,@AppleSupport iOS11.1,"@470957 Got it, we'd like to continue working with you on this. DM us and we'll go from there. https://t.co/GDrqU22YpT"
74653,Did anyone else lose contacts after this most recent iOS update? Each day I discover a new person who disappeared! #notcool @115858,0.39482463561849995,0.2860059650332197,This most recent iOS update has my phone tweeeeakin @AppleSupport,"@788439 Hey, what's going on with your iPhone, exactly? Let us know the details and we'll help you out."
18352,Hi @AppleSupport i love my ⌚️nike+ but i wonder about the battery life if i join marathon &amp; finish around 7-8 hrs. I Need your tips !,0.20828137183918075,0.18125998434008092,hi @AppleSupport i️ i️ i️ i️ i️ i️,@591532 Hello! Send us a DM telling us which iPhone you’re using and the iOS version it’s running. Let’s look into what's happening. https://t.co/GDrqU22YpT
100874,"@115911 @TMobileHelp @AppleSupport @115858 I’ve had this phone for two months and it’s worked fine but now it won’t read my sim and keeps saying phone not allowed, what does that mean? https://t.co/16LOu4Qtvr",0.250614043428385,0.24140152678665822,@AppleSupport What does that little Clock Symbol mean? https://t.co/BfVpxzC2sV,"@578575 We can understand wanting to know what this means; we'll do all we can to help. To start, connect with us here in DM: https://t.co/GDrqU22YpT"
96289,"@115858 , what have you done to my phone, doing an update and I'm 6 hours in and still a blank phone , not happy 😡",0.4292318163615404,0.3562452232635319,@AppleSupport what have you done to my phone with this iOS update?!?!? 🔋🆘↘️🗑,"@282967 If you're having some issues, we'd be happy to see how we can help. What's going on?"
19209,"@284741 @115858 @AppleSupport Me compré el iPhone 8plus y el flash no funciona con el frío. Teniendo en cuenta que aún no hace frío aquí (hoy estamos a -3, pero llega a los -15/-20)me parece un gran error! Y lo mandé al SAT el viernes pasado, después de usarlo 5 días y sin respuesta aún.",0.28898672648960594,0.22688713899454388,AÚN NO FUNCIONA @115858 HELP https://t.co/94iU7xqHta,@480150 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
82713,@115858 y’all need to fix this shit .. I️ can’t deal 🤦🏽‍♂️,0.7267674637303656,0.7074850025757851,@115858 y’all need to fix this shit “ i️ “ !!!!,"@483577 Thanks for reaching out! We're glad to help, we've got a guide to share with you regarding this issue: https://t.co/xU1AGHStV6"
13048,@AppleSupport My critical ops game keeps on crashing what should i do,0.5733870680642204,0.46080192034743755,@AppleSupport  My IPhone 7 keeps Crashing what should I do?,"@491099 We want to help you. DM us, and we can look into what's going on with your iPhone 7. https://t.co/GDrqU22YpT"
23962,When are you going to fix this battery problem @115858,0.674803762258139,0.6284638562691008,@115858 I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ I️ .... when are you going to fix this!?,"@139261 We're here for you. Let's get you updated to iOS 11.1.2 to see if the issue persists. 
You can find instructions on backing up and updating here: https://t.co/80YRnjDFDk"
8213,@181179 @AppleSupport Same problem here with iPhone 6plus,0.5662003133447535,0.4067007465363074,@377126 @AppleSupport Same problem here. 🙄,@381170 We'd like to work with you. Let's take a look together in DM. https://t.co/GDrqU22YpT
80393,@115858 literally what the fuck https://t.co/IgmHLDVxNJ,0.6562974398862517,0.6495806482471187,@AppleSupport what the fuck https://t.co/i4qKASlcVg,"@806811 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out: https://t.co/4f8hwT5to6"
